用户名,性别,IP地址,评论内容
Yuna_Song,男,广东,只关注配置怎么样_(:з」∠)_
您好新未来,男,广西,难怪把模拟器给搞了，原来真是向下兼容啊
海嵐healen,保密,广东,1000+
你个乱臣贼子,保密,安徽,这个真的该更新换代了，就算只是提升性能也是巨大进步了，我24年年底真的巨想买ns，一玩游戏方便，二是索尼的独占和pc的游戏真的玩腻了，pc的还好点，网游多，索尼腻的不行了，索尼的新游戏还少，当时没买的原因就是因为性能，我真的接受不了30帧，就算是掌机，二是当时都说2代快出了，买一代真有点怨种了（个人感觉），所以思来想去买了rog的掌机，但玩的多的是手游的pc端，比如绝区零，鸣潮，还有神之天平，天命奇御这种独立游戏，现在就等着入手就行了，
乘枫而行,男,浙江,感觉手持会更累[吃瓜]
不正经的咖啡杯,保密,湖南,大黑边无法接受，等待oled/lite版本
FZHAM,男,河南,等ns2lite版，感觉这个屏幕明明能做全面屏，非要做个大黑边，没有lite版的话就等价格稳定的续航版了
榴莲树下好乘凉,保密,黑龙江,换汤不换药 没啥新意
笑鱼风羽辰,保密,湖南,卧槽[笑哭]
爱笑無產主義者,男,湖北,我靠舅舅党真没骗我，差点以为今天无事发生[笑哭]
WeepingDawn,男,河南,好好好，不过还是更期待护航大作[doge_金箍]
cowsepz,男,河南,最近想买Switch那是要等等2出来吗
LOLlTA酱,保密,湖南,有没有1080p，60帧
Vergil_power_,男,江苏,见证历史
皇攻,男,江苏,做的太大了哥们！
Benjack0066,保密,中国台湾,"1:53
可以看到后排咚奇刚(大金刚)造型明显换了
塞了一些电影版的元素"
我要次我要次,保密,福建,主要是机能提升多少呀？
辣椒炒肉爱拌面,保密,河南,芜湖
未白镇的小遥,保密,上海,哥们有没有查到关于售价的情报
ClawYellow,男,广东,Gta6秒了
夏令营游魂,女,河南,快给我看护航游戏名单，好想玩新作啊
大象要ri天,男,四川,官方能把老游戏解锁30帧锁到60嘛？ 像gu，30真的太TM卡了。
三司Ayase綾瀬,男,广东,有没有省流，比Steamdeck强吗
IceDeMint,女,湖南,继续玩我的oled了……
扛着麻袋去偷熊猫,男,英国,直面会之后多久可以发售
azulos,男,辽宁,显卡不升级也就是还是那个样
愈刅Guaiacol,保密,陕西,八年了，终于出了。😭
氷露,男,广东,能有splt3增强版就出必买 稍微怪多或特效多就卡[藏狐]
風止于初夏,保密,天津,不好意思，我是纯外行，请问性能能打过骁龙8gen1吗[给心心]
思念如万箭穿心,保密,江苏,期待新游戏实机画面[打call]
小牛刀试_戒色版,男,山东,买就算了，主力还是pc游戏玩的多，可以考虑入个老版玩玩第三方，不过想到还要买游戏就……
城北徐不美,保密,甘肃,我擦
NagamitsuSama,保密,上海,我手里的Switch OLED突然不香了
最重要的是客户满意度,保密,山东,能不能玩原神(非反串认真的原神很早之前就已经发过ns预告了你反驳你就是我爹儿子错了谢谢)
在裕廊西,男,新加坡,一般
林有德没眼白,男,河南,几号?[辣眼睛]
Kon0suba,男,辽宁,平板和手柄的接口让我感到不安…
bili_110777394,保密,江苏,等oled版，switch又不是真到不能玩的那个地步，卡带都是通用的，不急我只能说[露早GOGO_GOGO队]
看到我请提醒我画图,保密,福建,[捂眼]机子还没出我就想着限定了，等着出个好看的类似喷喷塞尔达限定再买，全黑有点太素了
沨予砜,保密,湖南,无了无了
狐白的老巢,保密,广东,六百六十六，这黑框，两年半再加一年后出oled版[墨镜]
Rotom图鉴呀,男,天津,用数字命名确实不是老任以往的作风，名字里一点没有新的创新点体现，只能说是岩田先生逝世的遗憾吧
纸西瓜,男,广东,怕认不出来新机器吗，那么大个2[笑哭]
海嵐healen,保密,广东,拼多多兄弟，下半年靠你了
杨枝甘露少甜,保密,湖南,[笑哭]
娃娃最可爱,保密,浙江,感觉废了 没什么创新
MrH13,保密,湖北,没看到奥德赛2，期待度少了一大半[笑哭][喜极而泣]
映水河伯,男,福建,只希望能控制还重量，不然玩久了手真的很难受[海虎表情包_波士万岁]
牙白超牙白,男,浙江,比NS当初的公布视频的冲击差了好多
本真却流星,保密,湖南,switch2性能相当于多少呢
光坂高校団子君,男,山东,能玩原神了吗[doge]
睡凉席的猫,男,广东,一个游戏都不敢漏呀
没钱买whisky,保密,山东,非常期待
任妮油书了,男,江苏,"既然4月2日发布详细的数据，何必今天发这个视频呢，你要是4月2号发售我还能理解
不会要等到10月份才发售吧[藏狐]"
喵大师鸭-,男,四川,等NS2 oled，不想要大黑边，还是捣鼓手上的NS吧[吃瓜][吃瓜][吃瓜]
yoyo鹿鸣_Lumi-,男,北京,先别说ns2的性能，如果你了解的话，其实目前重成砖的windows掌机性能，也就那样，指望ns2做出1080p60甚至更高，我觉得不太现实，毕竟还要兼顾续航和便携，很难取舍，除非搭载amd的z2芯片，不过续航，发热，都是问题，而且售价就起飞了，等明年4月看看情况吧
沈梦星233,男,广西,好的，我直接淘宝模拟器[微笑]
1o_wrz,保密,江西,能有PS4性能么？我只想1080P60帧玩游戏
再见理想0205,男,黑龙江,话说马车9真的能护住航吗？怎么怎么着也得是款野炊，奥德赛那种游戏吧。
二次元回首,保密,浙江,感觉没什么长进啊
阿尔弗雷德是我,保密,吉林,[打call]
看到我请叫我喝可乐,保密,黑龙江,这大小是掌机？
NINE4_,男,山西,谁有吃灰的 1 代卖给我吧
RETRIC,保密,河南,磁吸？[笑哭]
三好柑哥,男,广东,快破解！！！接下来就可以玩模拟器了！！
LOLlTA酱,保密,湖南,所以一代机能玩二代的游戏吗
金士顿马脸,男,天津,次于时代的主机
Akiredusty,保密,福建,我嘞个1.7w人再看啊[笑哭]
在下小清,男,河南,让我们恭喜丝之歌又一次取得了胜利[打call]
喜茶喝喝喝,保密,江苏,ns2主机模式有骁龙8gen2的跑分水平可以了。1代的x1有845的水平
女王饲养员,男,河南,没用过switch想问一下能不能玩生化危机[微笑]
心灵砒霜受害者,保密,河北,4月2号是开始能买了还是继续要等？？？？？？？？？？
纯黑海苔片,男,江西,新logo好像饭制视频里会有的样子，真就是加个2[笑哭]
旧日追忆者,男,河北,我更想知道护航作是啥。。。能有17年那么惊艳就好了
炸裂大鸟蛋,保密,广东,以后手柄都是黑色的了？
月夜の文森特,男,上海,这设计真没初代滑扣来的丝滑[捂脸]（感觉不牢固易损坏）
蓬蒿人乎,保密,湖北,oh！！！！！[打call][打call][打call]
原神官b不合不改名,保密,江苏,wowowowowowo！有没有老哥预估一下价格会炒到多少[蹲蹲]现在手上这台太老了打算换，但是新的太贵的话肯定是买不起的
差点帅死の舟舟,保密,湖北,省流：摇杆不是钛合金的
樱一花之夏,男,安徽,拼多多会出手(
葡萄糖瓶盖,保密,黑龙江,[doge]设计比1强不少，不过这边框真实难为你了，不行买个你邻国的解决方案呢？
蓬蒿人乎,保密,湖北,oh！！！！！！！！[星星眼][打call][喜欢][给心心][大笑]
清木和,男,云南,这下任天堂也知道他们有Switch2了（（
镜·猫,保密,广东,我只在意以前多买的备用手柄还能不能用上
银行修理工,男,广东,不是哥们这黑边认真的嘛 怎么看着比oled版的ns1代还宽
SunsetLover2,保密,黑龙江,只要能让王泪和野炊稳60帧哪怕还是720p都行[笑哭]
半醒未眠,男,吉林,完蛋咯，下一代塞尔达又要30帧都跑不满了。。[大哭]
-Elpis-,保密,湖南,更好奇新卡带能不能向下兼容，反正发售这半年肯定是买不起的[Mygo表情包_害羞]
Yo_SaSa,保密,广西,根据爆料掌机模式性能和sd持平（因为arm芯片的特性，可能略高于sd），底座模式大概ps5silm三分之一性能
椅子和窗帘,男,新加坡,我的俄罗斯mig switch二代希望还能用哈哈哈
江南西道酒徒,男,江西,新玩具来喽
Asura非天,保密,安徽,挺好的[呲牙]
我家有29只猫,男,河北,咔变啪了
yume_lin,女,河北,期待
丑角精神,保密,广东,竟然和之前泄露的一模一样，连名字都是想象之内意料之外的ns2
上午的羊习习,男,浙江,就怕机子大了屏幕没大多少，这大黑边[偷笑]
红萝卜TV,男,江苏,说实话我怎么感觉这磁吸➕针脚的设计还不如滑轨[吃瓜]
不睡觉的小狗子gz,男,江苏,存钱存钱！
緋色玥下,保密,山东,switch跟switch2一比简直像switch2 lite[笑哭]
铜肝铁肾,男,天津,将来买二了，一代借给朋友继续耍[doge]
BBIKIO,保密,江苏,终于
胆小怕生的人,保密,广西,2025年了还有这么大的黑边？
筱晓zzZ,女,浙江,这个屏减去黑白感觉和OLED差差不多
鸭来Q尾,男,江苏,60帧啊
旺冻鱼,男,浙江,兜兜转转可能又是7年
Malicc,保密,四川,这算switch的配置加强升级版吗？名字也没改[笑哭]
载着快乐,男,甘肃,@风险大红枣 啊？
嗚鳴嗚,保密,中国台湾,"每個月都猜,總有.....
啊?"
大柠檬大芒果,保密,江苏,1080p掌机吗
30天以后复活,保密,辽宁,我需要1080p60帧都王国之泪！！！！！！！！！[喜欢][喜欢][喜欢][喜欢][喜欢][喜欢][喜欢]
Genm神之才能,男,江苏,21年以为疫情switch延迟发货就退了，后面模拟器玩了野炊。23年买了王泪卡带结果switch犹犹豫豫又没买，不知不觉一年多过去了。。。终于盼到ns2了
螺丝丢,保密,新疆,我还是期待一下min款吧
练习时长两年半的阿陨,保密,上海,我才这次Switch2应该是重点提升机能，其他的话应该也就是换个系统[doge]
埃德沃特蓝鲸,保密,江苏,哈哈 我的智慧再现才开始玩
瓦格纳指挥官,保密,浙江,就变大了
那个桃子C,保密,广东,倒🐶: 多少钱我说了算[doge_金箍][doge_金箍][doge_金箍]
长夜若静,男,浙江,目前来看就是，放大了，可能性能好了，画质好了，就这些[喜极而泣]真希望发布会的时候能整一些花活出来
说笑的笑话,保密,广东,4月2日发布吗
bili_40155778,女,湖南,一个破正常换代还能叫见证历史，pxj也是够唐的
彩華-SaiKa,保密,江西,祖传的1080p30帧该升级了吧。
稳重的谋校尉-,保密,湖南,感觉这黑的没有红蓝好看啊
墙上的门镜中的人,男,山东,兄弟的switch还没捂热乎呢就出2了
柳枝缘,保密,上海,性能是一点都不敢提呀
DarkHenryHyde,保密,辽宁,果然是16号！[星星眼]
茉子我的,男,广东,这次会有国行吗？[OK]勇士已迫不及待。
对不起我是太刀虾,保密,四川,见证历史的太唐了
夜屋邪揶,保密,江苏,见证历史
reutss,保密,中国澳门,能跟ns互通就太满意了
风轻辞旧岁,保密,安徽,看有什么游戏再买机器
幽灵肥皂,保密,山东,多出点货吧，买老任机子难得要死
树熊出没请小心,保密,上海,出来就买系列[点赞]
緋色玥下,保密,山东,部分不支持？会不会是只能兼容第一当啊
在世间吖,男,北京,ns的游戏存档都在机器里面吧？就算兼容卡带，游戏进度怎么办呀(o'ω'o)？
超级好人容易被困住,保密,广东,总算要有新游戏玩了
阿北艾i,保密,江苏,这大黑边是祖传的吗？？
心死会掉kd吗,保密,广东,明年6月高考完日本旅游带一台[doge]
出云小湛,男,海南,护航作？
莲心遥,男,广东,看价格了，同价格感觉打不过ps5，ns的游戏阵容其实是吃了一部分wiiu的资源和掌机的资源，现如今开发成本和周期提高，第一方能有ns一半就算赢了
黑锋328,保密,上海,我只想知道pro手柄兼容吗，没兴趣再去买个手柄
星神孙连城,男,吉林,展示多少优点，就能看到多少缺点
雕花魂,保密,江苏,买完玩几天.啪的一声，就吃灰了！
魈螺號本人,保密,宁夏,国内能平价买到估计得6月了，不急慢慢等
歌者燎原,保密,江苏,第一代有便宜要出的吗？
0nlyyyyyy,男,上海,护航作是什么呀
牛胖子500斤,保密,上海,那么问题来了 王国之泪在NS2上会不会出60帧画质加强版？感觉也挺适合做首发护航的[藏狐]
魈螺號本人,保密,宁夏,和泄露的一模一样哈哈
风情少男777,保密,湖北,如果航母级别边框 注定等窄边的出了入！
AbelCamus,保密,福建,终于！
阿坝阿吧啊吧谷,保密,福建,这个手柄真的是天才设计师，已经可以想到首发掰断的场景了[doge][doge][doge]
hyrule_warrior,保密,浙江,"不能向下兼容的游戏肯定有以下几个:
健身环，laobo系列。欢迎补充。"
睡衣小子帕门,保密,日本,期待一下具体性能参数[兔兔岛_吃面]
小汐汐桑,保密,上海,毫无惊喜 全剧透完了 只是最后官方认证一下
光速哎呀,保密,山西,插眼合影
小小不幸,保密,广西,你这两个手柄成黑色了我是真无语
这个桃子有点芒,男,辽宁,[藏狐]有一种nds升级3ds的错觉
胺条子DA,保密,广东,抛光了，升级接口
sher519,保密,广东,卡带通用，烧录卡怎么办？
-星乃一歌-,保密,河北,参考一代，发售价大概多少？
一生一世个水果蛋糕,保密,云南,就不能把大黑边改改吗[笑哭]
茉子我的,男,广东,能玩1080p  60帧原神就算成功。
蓬蒿人乎,保密,湖北,[打call][打call][打call]
9cm的Awanina,保密,广东,等一波za限定机[少女乐队的呐喊表情包_胸有成竹][少女乐队的呐喊表情包_胸有成竹][少女乐队的呐喊表情包_胸有成竹]
Zou2323,保密,湖南,可以玩1080p的异度2吗
你想辩先动动脑,保密,河南,手柄背部下侧还是平的，又需要买握把撑手了
迷你塞钱箱,女,广东,真叫switch2啊[笑哭]
快睡吧阿离,保密,黑龙江,五年后我会买的
