用户名,性别,评论内容,IP属地
嫑烎我给糖,unknown,刚买了switch lite[大哭],中国-四川
只想练好字,male,手柄应该不容易断，肯定是经过测试的。受力分析一下，除非屁股使劲坐可能才会坏，但是啥电子产品也抗不住屁股坐啊。,中国-安徽
delicate556,unknown,任天堂真的怕了 还是求稳了,中国-云南
马记,unknown,没错，我就是 Steam deck [doge],中国-河南
熊猫也逆天,male,卡带兼容那数字版游戏应该也兼容吧,中国-福建
池魚Yuuu,female,见证历史,中国-北京
果然还是喜欢涼森玲夢,unknown,见证历史,中国-安徽
Chash1re,male,话说会有lite版吗，这个太大了，要是出lite版的话我可以再等等，还有这个性能提升大概多少？[笑哭],中国-贵州
卡戈登,male,估计国外舅舅党很快就有实机演示了，拿gta6演示,中国-河北
ATTTTTAKEI,unknown,果然老任绷不住了,中国-广东
死神如风3,unknown,来了不错啊[大笑],中国-浙江
斩月之殇,male,[辣眼睛]首先……我得有想玩的再买，switch有阵子没开机了，付出时间最多的还是xb2和崛起。2它发售时候我正在ps5pro上打荒野呢[doge],中国-天津
bili_42815240551,unknown,性能呢？性能呢？,中国-河北
毅力可夹,unknown,见证历史[doge_金箍],中国-天津
星海留声机,female,算了算了，我觉得我买的破解版（别学我，游戏卡实在困难）800块的软破还能将就用用[笑哭],中国-云南
MのMの,unknown,这黑边，我就知道我还是等等党[思考],中国-江苏
学习枚,unknown,祖传黑边。名字加了个2，半代升级，或许会和wiiu一样褒姒[doge_金箍],中国-山西
斡遝冥天,female,多公布几个新游戏嘛，宝可梦和塞尔达感觉上一作还没多久，路易基鬼屋？星之卡比？动森新作？会有新系列吗[星星眼][星星眼],中国-广东
烧饼最好吃了,male,玩得了世界和荒野吗？感觉要褒姒啊,中国-安徽
Rotooom,male,还有两个半月才开啊,中国-上海
havis,unknown,"这个手柄连接针脚不如靠着背板, 放在中间也太容易坏了吧",中国-广西
Rosier与罗赛特,female,盲猜一个喷2不上ns2喷3上,中国-辽宁
海拉鲁某不知名流氓,unknown,会出新的pro手柄吗？,中国-河南
白菜不诛心,male,Switch oled puls,中国-广东
大日本里奥哟西,male,9 z x 4,中国-上海
Cisco_Zero,unknown,完蛋了,中国-江西
烧一把灰一阵风,male,世界的主宰任天堂,中国-福建
浪遏飞舟596,male,可能会卖多少钱,中国-四川
一只大铡蟹,male,20年国行烈士，刚准备压岁钱换个港版，现在我可以再等等了 话说国行的游戏数据可以继承到2吗？[哦呼],中国-吉林
银子kerying,female,见证历史,海外-马来西亚
色格脖,male,不如咬打火机,中国-上海
铁血韩杂,male,薄纱pc,中国-黑龙江
举个力子,unknown,想问下现在还值得入手一代吗,中国-江苏
直行狗730,male,看着好无聊,中国-北京
hzp617,unknown,好大的黑边说真的,中国-上海
传说中的阿搞,unknown,4.2发售吗？,中国-重庆
我是片天上的云,male,跟爆料一致[doge_金箍],中国-江苏
Cisco_Zero,unknown,任天堂一直以来的创意呢,中国-江西
海嵐healen,unknown,还有能拆开做全贴合还是不错的,中国-广东
跋涉,unknown,快点出2，我好咸鱼打捞便宜的1[doge_金箍],中国-山东
雫雫子MkII,unknown,这预告跟没有预告一样[笑哭]还得三个月不睡,中国-甘肃
NF_RealMusic,unknown,两年后跟进，ps5很满意但是下世代大概不会跟进ps6了[笑哭],中国-新疆
虎鲸是只大海豚,unknown,没啥新活,中国-山东
隆九月,male,终于能睡觉了[tv_睡着],中国-山东
Costar-z,unknown,见证历史！,中国-安徽
不吃_wm,male,这大黑边，是不是还有进化版🤨,中国-浙江
疏离不想当社恐,male,这插法，手柄用多了会不会很松插不上啊,中国-云南
小欣欣哔哩哔哩,unknown,坐不上amd新的集成高性能GPU的车，终究是差点意思,中国-浙江
riri拉,unknown,？？？31min这么多人？,中国-山东
夜里白月,female,什么新游戏什么新游戏！,中国-河南
荆楚刺史,unknown,这个黑色酷啊，订机票准备到时候4月份在日本抢购吧[doge],中国-湖北
LezardV,unknown,外网Nintendo direct 是2月4号。[打call] 某些switch 游戏switch2 不支持或不完整兼容（不是所有ns游戏都能在ns2玩）[翻白眼],海外-新加坡
猫猫头q3q,male,我只关心护航作 希望有动森和斯普拉顿的新作,中国-湖北
羽成_剑神,unknown,说起来这次性质与nds，3ds一样么 那ns2与ns到底算是一体的么？统称ns？然后游戏不分机子，卡带没有具体规定的型号款式？ 马车新机子护航了[笑哭][doge_金箍]回看宝可梦za的话早期只是说ns平台没细说几代。那按照这样子的推下去就是卡带不分机子，以及未来新出的游戏卡带，卡带不分家是吧。上下兼容？！ 如果这样子ns2不能算是全新独立游戏机，算是ns的一种型号款式[doge_金箍],中国-北京
BlazeCandle,unknown,就直接老版图标后面跟个2，真是太创新了老任,中国-浙江
秧歌阿虫,unknown,果味十足，不过最终还得看游戏阵容[微笑],中国-广西
-Hairi-,male,4月直面会，让我等死吧[大哭],中国-四川
慕风晟曦,unknown,支架如果那么细一定要是铁的，不然不小心压到容易断,海外-印度尼西亚
茅山大师兄下山捉妖,male,要是能玩怪猎荒野，就非常香，不然的话，就再等几年[吃瓜],中国-广东
你还是老样子啊,male,能玩法环吗,中国-河北
高比鸡掘天,male,见证历史,中国-河南
地球爆炸快跑呀,male,把大家喊出来，公布了众所周知的内容，然后还得继续等，真有你的任天堂[无语],中国-湖北
麻衣酱唯一男友,unknown,ns可以收抽屉了,中国-广东
钢铁小麦CSGO,unknown,！！！！！！！,中国-新疆
Taylojack,unknown,除了新游戏，一点也不期待这坨新机器。8年过去和原来ns没啥大的变化，命名还是ns2，任天堂一般不这样命名啊,中国-广西
起逆天ID让扣了6个币,unknown,wow,中国-内蒙古
凤凰院凶贵,male,那该出新节奏天国了吧[脱单doge],中国-河南
幽冥魔帝_哥布林,unknown,"不要啊，刚买switch oled,又让我当原始人",中国-河北
望云居士,unknown,说不可能叫switch2的都出来！,中国-北京
大大大大大大大大象叫,male,这个logo设计也太山寨了吧[热],中国-江苏
喻墨染,female,[星星眼][星星眼][星星眼],中国-江苏
Ruler_reluR,male,变了个色,中国-北京
星辰钟塔的杰克巴尔多,male,如果护航作不多我准备把xb三部曲玩一下，之前机子上太糊了一直没玩进去[妙啊],海外-新加坡
柠檬果inlife,male,有点期待,中国-四川
地球爆炸快跑呀,male,现在来看oled上市后入手真是太正确了,中国-湖北
暴躁老哥贴吧,unknown,见证……真史,中国-河北
只是一个路过的哲学家,male,正好现在缺一个掌机,中国-安徽
让个道打酱油滴,male,等一个全世界只有任天堂不知道ns要出2[doge],中国-安徽
MsWrHbK,unknown,等一下所以ns1的数字版游戏能在2上玩吗,中国-浙江
海拉鲁最后的传奇,unknown,所以什么配置,中国-河南
路旁の有栖,male,什么东西[嗑瓜子],中国-山东
柠檬不甜0908,unknown,一点新鲜感都没有，大了那么多估计掌机体验不好，之前OLED打久了都累，这玩意除非大了还变轻,中国-安徽
進来,male,还好24年忍住没换oled，lite继续用，攒钱等价格稳定。,中国-云南
徒然美味杀手,unknown,那么护航作是什么呢？,中国-广东
千页豆腐_,unknown,憋这么久，早透完啦,中国-广东
苍坠,male,这就是单纯的性能升级吧？不过性能啥水平啊？,中国-浙江
诸君贼黑,male,希望za是最有野心的一作嗷,中国-河北
KATE_EDM,female,不是哥们？,中国-海南
BlazeCandle,unknown,变成平板了，不能躺着玩了,中国-浙江
感觉自己很知名,unknown,新款电子垃圾,中国-山东
森蚺姐姐对不起,unknown,高超了,中国-河南
犯小蜀疆土者,unknown,会有博德之门3吗,中国-北京
暮色掩冷窗,female,求求节奏天国,中国-新疆
sjisnsxjiewjj,unknown,只在乎性能,中国-广西
原装抖靴农,male,还要到4月，真能憋啊,中国-福建
yoreler,male,性能能到啥水平？,中国-山东
Dreamlisten,unknown,哎哟我,中国-浙江
夜羽头,male,护航大作是什么,中国-广东
hentai研究者,male,那款游戏能上ns2吗,中国-安徽
Infinity-boy,male,太过保守了，还以为任天堂能整点有意思的活,中国-四川
是宁次哥哥呀,unknown,那个薄片看起来好脆弱 已经开始担心了,中国-河南
枫烃,male,还是挤牙膏啊,中国-北京
咲夜accelerator,unknown,艹昨天就看到有人说16号没想到是真的[滑稽],中国-河北
手柄党-觞穷牛,unknown,这手柄的玩游戏手感不行吧,中国-浙江
比奇堡第一智者派大星,unknown,这一眼望去依然一股子电子垃圾的味道，这手柄肯定巨容易坏。虽然如此买还是得买的✋😡,中国-山东
K6-X4的圣枪小艾,unknown,掌机模式能稳1080p60针吗，不，30针就好，求你了，主机模式来个2K120针吧,中国-广西
丁丁豆腐坊,unknown,还提前一个小时呢，任天堂是世界的主宰！,中国-山东
茶醉酒丶,unknown,那么配置性能捏[doge],中国-四川
煙雨の夢,unknown,大的真来了？,中国-湖北
-肉山大魔王-,unknown,长的像国内各种哥的产品。。。,中国-山东
恐龙不会困扰,unknown,幽默玩意，没任何爆点,中国-北京
-树懒阿,male,手柄问题不大，应该会兼容nspro吧,中国-湖北
灬奥利弗灬,male,看看以后的限定版配色吧,中国-四川
方-阿克曼,male,吐槽颜色的是没买过一代吗。。。。老任硬件不行但是颜色可没少出过，大不了过个一两年等各种限定版出来再买呗。。。,中国-福建
暮色掩冷窗,female,终于！,中国-新疆
凡间守望,unknown,没什么惊喜,中国-河北
Lynn佳佳,unknown,大的真来了,中国-上海
上杉豆丁,unknown,手柄没上代看的那么亮眼 多半后面会有限定机颜色换皮 狠狠爆玩家的金币[笑哭],中国-湖北
大枫梓,unknown,千呼万唤始出来,中国-安徽
我永远喜欢嗯嗯嗯,unknown,2000块交个朋友[doge_金箍],中国-江苏
回头看天下,unknown,@Shelvz @bili_170163913 @初雪のねこ @集束拳 我嘞个豆,中国-湖南
废懒睡,unknown,等lite,中国-河北
双火Fly,male,终于等到你了,中国-贵州
然后睡晚,male,护航作应该是宝可梦吧,中国-福建
胡椒肉酱面,male,幻想一下 我想要动森限定配色,中国-天津
其小木木木木,female,希望新游戏还有向下兼容吧，新机子肯定第一时间买不到，但想玩新游戏😭,中国-湖南
aliviarduino,unknown,出必买,中国-浙江
欢愉花火-Persona,female,放了个屁，什么都没说，害我挂了一把机,中国-湖南
16764956,male,马上就是入手ns的最佳时机了[doge],中国-山东
目前是棒棒糖,unknown,ns2都要来了结果五年前那个说要上ns的原神还在筹备中[doge],中国-广东
疾旋鼬,male,外形变化不是很大,中国-湖北
曖昧ナ希望ノ氷雨,male,这个黑边真不是再给供应商去库存嘛[doge],中国-浙江
L雨先生,male,大的终于来了，可以睡觉了，见证历史[OK],中国-北京
迷途_neko,unknown,你好，请拿走我的钱,中国-广东
-楪七-,unknown,精准推给我了 居然第一时间知道2消息出了,中国-重庆
lcw996,male,这大概相当于什么性能，求科普,海外-瑞典
有够埋汰的,unknown,斯国一,中国-广东
独在异乡为卡密,unknown,真的食你鸭[2024明日方舟音律联觉_撒花],中国-江苏
只见の上杉夏香,male,大胆预言十年后出switch3,中国-湖南
Forevererever,unknown,谁发的假视频。。。,中国-河南
融合型千早ShoKo,male,不是这个手柄插口怎么想的，没插手柄的时候就那么大金手指露着啊,中国-天津
Suzume,male,S2是“专用软体”，等于强制更新硬件,中国-上海
某科学的齐木君,male,祖传漂移摇杆？,中国-黑龙江
Monory,unknown,开头以为走错片场了在看微软苏菲狗的宣传视频，这个能停飞机的大黑边框也是一样一样的,中国-广东
xiexiaobai233,unknown,和爆料100%完全一样，这视频看了和没看一样,中国-湖北
米饭炒米粉,male,手柄党跟鼠标党在争哪个玩FPS更强，老任直接来一句:吵什么？合在一起做成手柄鼠标不就得了,中国-广西
neeeru,unknown,我去年买的oled 就没玩过几次😢,中国-广东
雪碧雪碧雪碧可乐,unknown,不会手柄真能当鼠标用吧，之前泄露的就发现手柄侧面有像鼠标灯的东西[藏狐],中国-四川
YO别,female,这支架看着好脆。。我真的会不小心弄断。是不是想等oled再加粗 任天堂这对吗,中国-湖南
绯尘炽煜,male,循规蹈矩叫2也是一种不循规蹈矩，一直不循规蹈矩也会变成一种循规蹈矩[doge][doge][doge],中国-广东
天零龙,male,求求各位大佬告诉一下，我才买lite一个月，后面不想太早换新机，所以还会有新游戏出在switch1吗？,中国-湖南
bili_2022182867,unknown,更大，更大和更大,中国-广东
bili_525560685,unknown,没啥变化,中国-河北
烟火之末,male,看了下ns一代发布会和发售日，只隔了一个多月。 那ns2大概就在5月份发售了。,中国-四川
Mi果,male,4月2发售，那看来3月就要被人偷走分尸了[滑稽][滑稽],中国-浙江
八度空间l,male,2出了，这几个月直到发售的时间段，1代会降价吗,中国-河南
绫乃AE,male,看背后Logo那么大，就直接叫它N2吧！[doge],中国-江西
glorevo1,male,护航作呢？,中国-上海
踏雪寻沬,male,等新机出来再玩一遍野炊[doge_金箍],中国-安徽
月亮卷,unknown,就这？,海外-日本
躺平小钙,unknown,幸亏上班了，上学时候可买不起[脱单doge],中国-北京
